,school_name,district_name,county_name,enroll12,numtsttakr12,numerwbenchmark12,pcterwbenchmark12,nummathbenchmark12,pctmathbenchmark12,enroll11,numtsttakr11,numerwbenchmark11,pcterwbenchmark11,nummathbenchmark11,pctmathbenchmark11,totnumbothbenchmark12,pctbothbenchmark12,totnumbothbenchmark11,pctbothbenchmark11,year
723,Downtown College Prep - Alum Rock,Santa Clara County Office of Education,Santa Clara,61.0,19.0,9.0,47.37,4.0,21.05,80.0,56.0,30.0,53.57,14.0,25.0,4.0,21.05,13.0,23.21,2018-19
724,Williams Junior/Senior High,Williams Unified,Colusa,78.0,29.0,11.0,37.93,1.0,3.45,89.0,32.0,19.0,59.38,12.0,37.5,0.0,0.0,10.0,31.25,2018-19
726,Calabasas High,Las Virgenes Unified,Los Angeles,524.0,203.0,185.0,91.13,143.0,70.44,481.0,183.0,179.0,97.81,160.0,87.43,139.0,68.47,157.0,85.79,2018-19
728,Los Angeles Center for Enriched Studies,Los Angeles Unified,Los Angeles,210.0,118.0,99.0,83.9,85.0,72.03,225.0,210.0,193.0,91.9,164.0,78.1,82.0,69.49,163.0,77.62,2018-19
729,Downtown Business High,Los Angeles Unified,Los Angeles,203.0,154.0,118.0,76.62,84.0,54.55,223.0,231.0,171.0,74.03,132.0,57.14,82.0,53.25,124.0,53.68,2018-19
730,Benjamin Franklin Senior High,Los Angeles Unified,Los Angeles,277.0,158.0,71.0,44.94,58.0,36.71,306.0,297.0,147.0,49.49,97.0,32.66,46.0,29.11,86.0,28.96,2018-19
732,Alta Loma High,Chaffey Joint Union High,San Bernardino,634.0,231.0,164.0,71.0,107.0,46.32,651.0,246.0,205.0,83.33,154.0,62.6,101.0,43.72,150.0,60.98,2018-19
733,Guajome Park Academy Charter,Vista Unified,San Diego,103.0,41.0,32.0,78.05,28.0,68.29,126.0,30.0,25.0,83.33,21.0,70.0,27.0,65.85,21.0,70.0,2018-19
735,Communication and Technology at Diego Rivera Learning Complex,Los Angeles Unified,Los Angeles,103.0,43.0,10.0,23.26,6.0,13.95,102.0,105.0,21.0,20.0,9.0,8.57,5.0,11.63,6.0,5.71,2018-19
736,Alliance Margaret M. Bloomfield Technology Academy High,Los Angeles Unified,Los Angeles,114.0,108.0,43.0,39.81,11.0,10.19,111.0,98.0,42.0,42.86,20.0,20.41,11.0,10.19,17.0,17.35,2018-19
737,Hemet High,Hemet Unified,Riverside,573.0,405.0,204.0,50.37,103.0,25.43,600.0,53.0,44.0,83.02,34.0,64.15,98.0,24.2,33.0,62.26,2018-19
738,Aspire Alexander Twilight Secondary Academy,San Juan Unified,Sacramento,36.0,26.0,12.0,46.15,4.0,15.38,38.0,19.0,10.0,52.63,2.0,10.53,4.0,15.38,2.0,10.53,2018-19
739,"Humphreys College Academy of Business, Law and Education",New Jerusalem Elementary,San Joaquin,55.0,50.0,23.0,46.0,12.0,24.0,76.0,70.0,24.0,34.29,10.0,14.29,11.0,22.0,10.0,14.29,2018-19
740,Dixon High,Dixon Unified,Solano,246.0,94.0,73.0,77.66,62.0,65.96,272.0,81.0,68.0,83.95,60.0,74.07,59.0,62.77,57.0,70.37,2018-19
741,Leroy Greene Academy,Natomas Unified,Sacramento,67.0,37.0,16.0,43.24,4.0,10.81,82.0,78.0,43.0,55.13,14.0,17.95,4.0,10.81,14.0,17.95,2018-19
745,Lindsay Senior High,Lindsay Unified,Tulare,250.0,100.0,55.0,55.0,15.0,15.0,255.0,96.0,60.0,62.5,22.0,22.92,12.0,12.0,21.0,21.88,2018-19
746,Paradise Senior High,Paradise Unified,Butte,231.0,52.0,48.0,92.31,39.0,75.0,196.0,29.0,27.0,93.1,24.0,82.76,38.0,73.08,22.0,75.86,2018-19
748,Everett Alvarez High,Salinas Union High,Monterey,607.0,161.0,102.0,63.35,51.0,31.68,677.0,163.0,110.0,67.48,59.0,36.2,48.0,29.81,55.0,33.74,2018-19
749,Armijo High,Fairfield-Suisun Unified,Solano,500.0,127.0,104.0,81.89,79.0,62.2,479.0,89.0,79.0,88.76,61.0,68.54,75.0,59.06,58.0,65.17,2018-19
750,Burroughs High,Sierra Sands Unified,Kern,331.0,86.0,76.0,88.37,63.0,73.26,355.0,98.0,93.0,94.9,80.0,81.63,62.0,72.09,80.0,81.63,2018-19
752,Phineas Banning Senior High,Los Angeles Unified,Los Angeles,545.0,176.0,96.0,54.55,41.0,23.3,588.0,514.0,176.0,34.24,73.0,14.2,39.0,22.16,69.0,13.42,2018-19
755,Nogales High,Rowland Unified,Los Angeles,433.0,183.0,107.0,58.47,52.0,28.42,472.0,128.0,83.0,64.84,59.0,46.09,48.0,26.23,52.0,40.63,2018-19
756,Central Valley High,Ceres Unified,Stanislaus,439.0,190.0,109.0,57.37,44.0,23.16,512.0,219.0,139.0,63.47,67.0,30.59,38.0,20.0,63.0,28.77,2018-19
757,Santa Susana High,Simi Valley Unified,Ventura,252.0,67.0,65.0,97.01,54.0,80.6,281.0,97.0,96.0,98.97,90.0,92.78,54.0,80.6,90.0,92.78,2018-19
758,Royal High,Simi Valley Unified,Ventura,456.0,133.0,119.0,89.47,87.0,65.41,505.0,128.0,120.0,93.75,102.0,79.69,81.0,60.9,100.0,78.13,2018-19
759,Del Lago Academy - Campus of Applied Science,Escondido Union High,San Diego,178.0,97.0,80.0,82.47,47.0,48.45,200.0,96.0,76.0,79.17,52.0,54.17,47.0,48.45,51.0,53.13,2018-19
760,Valley Center High,Valley Center-Pauma Unified,San Diego,267.0,109.0,77.0,70.64,43.0,39.45,256.0,66.0,58.0,87.88,45.0,68.18,41.0,37.61,44.0,66.67,2018-19
762,Grace M. Davis High,Modesto City High,Stanislaus,452.0,111.0,63.0,56.76,34.0,30.63,460.0,58.0,51.0,87.93,29.0,50.0,30.0,27.03,29.0,50.0,2018-19
765,Wheatland Union High,Wheatland Union High,Yuba,166.0,52.0,43.0,82.69,27.0,51.92,214.0,63.0,50.0,79.37,36.0,57.14,26.0,50.0,36.0,57.14,2018-19
770,Capistrano Valley High,Capistrano Unified,Orange,521.0,153.0,142.0,92.81,120.0,78.43,533.0,182.0,168.0,92.31,141.0,77.47,117.0,76.47,139.0,76.37,2018-19
771,San Clemente High,Capistrano Unified,Orange,808.0,234.0,216.0,92.31,190.0,81.2,706.0,283.0,262.0,92.58,226.0,79.86,187.0,79.91,224.0,79.15,2018-19
773,Fremont High,Oakland Unified,Alameda,154.0,43.0,13.0,30.23,3.0,6.98,188.0,23.0,10.0,43.48,4.0,17.39,2.0,4.65,3.0,13.04,2018-19
775,Redwood High,Tamalpais Union High,Marin,447.0,176.0,171.0,97.16,158.0,89.77,441.0,193.0,190.0,98.45,183.0,94.82,158.0,89.77,181.0,93.78,2018-19
776,Riverside County Education Academy,Riverside County Office of Education,Riverside,67.0,50.0,2.0,4.0,1.0,2.0,52.0,44.0,11.0,25.0,3.0,6.82,1.0,2.0,3.0,6.82,2018-19
779,Orangewood High (Continuation),Redlands Unified,San Bernardino,139.0,44.0,14.0,31.82,2.0,4.55,67.0,39.0,10.0,25.64,2.0,5.13,2.0,4.55,1.0,2.56,2018-19
780,Redlands Senior High,Redlands Unified,San Bernardino,569.0,360.0,269.0,74.72,218.0,60.56,542.0,449.0,330.0,73.5,262.0,58.35,198.0,55.0,247.0,55.01,2018-19
781,McClymonds High,Oakland Unified,Alameda,77.0,45.0,13.0,28.89,5.0,11.11,102.0,46.0,11.0,23.91,3.0,6.52,5.0,11.11,3.0,6.52,2018-19
782,American Indian Public High,Oakland Unified,Alameda,62.0,63.0,44.0,69.84,41.0,65.08,68.0,70.0,51.0,72.86,49.0,70.0,34.0,53.97,43.0,61.43,2018-19
783,Coliseum College Prep Academy,Oakland Unified,Alameda,63.0,22.0,8.0,36.36,2.0,9.09,67.0,52.0,20.0,38.46,11.0,21.15,2.0,9.09,9.0,17.31,2018-19
784,Southwest High,Central Union High,Imperial,513.0,183.0,126.0,68.85,76.0,41.53,515.0,114.0,80.0,70.18,62.0,54.39,72.0,39.34,56.0,49.12,2018-19
785,Bonita High,Bonita Unified,Los Angeles,471.0,182.0,151.0,82.97,108.0,59.34,486.0,377.0,326.0,86.47,256.0,67.9,104.0,57.14,249.0,66.05,2018-19
786,Malibu High,Santa Monica-Malibu Unified,Los Angeles,157.0,72.0,65.0,90.28,56.0,77.78,152.0,81.0,78.0,96.3,72.0,88.89,55.0,76.39,71.0,87.65,2018-19
787,Cordova High,Folsom-Cordova Unified,Sacramento,386.0,89.0,65.0,73.03,43.0,48.31,417.0,50.0,44.0,88.0,36.0,72.0,38.0,42.7,34.0,68.0,2018-19
788,Madison Park Academy 6-12,Oakland Unified,Alameda,93.0,28.0,11.0,39.29,4.0,14.29,114.0,46.0,17.0,36.96,9.0,19.57,4.0,14.29,5.0,10.87,2018-19
789,"Math, Science, & Technology Magnet Academy at Roosevelt High",Los Angeles Unified,Los Angeles,104.0,60.0,39.0,65.0,20.0,33.33,151.0,131.0,80.0,61.07,48.0,36.64,19.0,31.67,43.0,32.82,2018-19
790,Pacheco High,Los Banos Unified,Merced,418.0,120.0,72.0,60.0,31.0,25.83,445.0,37.0,33.0,89.19,25.0,67.57,29.0,24.17,25.0,67.57,2018-19
792,San Bernardino High,San Bernardino City Unified,San Bernardino,321.0,94.0,53.0,56.38,24.0,25.53,375.0,268.0,103.0,38.43,40.0,14.93,19.0,20.21,30.0,11.19,2018-19
795,Bella Vista High,San Juan Unified,Sacramento,458.0,145.0,130.0,89.66,106.0,73.1,437.0,155.0,145.0,93.55,134.0,86.45,102.0,70.34,133.0,85.81,2018-19
796,Scripps Ranch High,San Diego Unified,San Diego,542.0,255.0,239.0,93.73,216.0,84.71,518.0,329.0,320.0,97.26,311.0,94.53,211.0,82.75,307.0,93.31,2018-19
797,High Tech High,San Diego Unified,San Diego,126.0,92.0,64.0,69.57,30.0,32.61,126.0,65.0,51.0,78.46,34.0,52.31,28.0,30.43,32.0,49.23,2018-19
798,Morse High,San Diego Unified,San Diego,374.0,119.0,90.0,75.63,67.0,56.3,422.0,107.0,80.0,74.77,59.0,55.14,61.0,51.26,52.0,48.6,2018-19
800,Manteca High,Manteca Unified,San Joaquin,372.0,75.0,43.0,57.33,25.0,33.33,430.0,72.0,66.0,91.67,49.0,68.06,25.0,33.33,48.0,66.67,2018-19
801,Tehachapi High,Tehachapi Unified,Kern,280.0,62.0,51.0,82.26,33.0,53.23,300.0,49.0,47.0,95.92,44.0,89.8,33.0,53.23,43.0,87.76,2018-19
803,Alisal High,Salinas Union High,Monterey,651.0,232.0,121.0,52.16,77.0,33.19,704.0,142.0,96.0,67.61,63.0,44.37,67.0,28.88,56.0,39.44,2018-19
804,Perris High,Perris Union High,Riverside,512.0,145.0,71.0,48.97,31.0,21.38,548.0,159.0,93.0,58.49,40.0,25.16,28.0,19.31,36.0,22.64,2018-19
805,John W. North High,Riverside Unified,Riverside,501.0,213.0,128.0,60.09,82.0,38.5,538.0,208.0,140.0,67.31,104.0,50.0,74.0,34.74,95.0,45.67,2018-19
806,Merrill F. West High,Tracy Joint Unified,San Joaquin,481.0,142.0,109.0,76.76,67.0,47.18,529.0,96.0,78.0,81.25,58.0,60.42,65.0,45.77,56.0,58.33,2018-19
808,Avalon K-12,Long Beach Unified,Los Angeles,43.0,20.0,11.0,55.0,6.0,30.0,37.0,28.0,18.0,64.29,10.0,35.71,5.0,25.0,10.0,35.71,2018-19
809,James Monroe High,Los Angeles Unified,Los Angeles,510.0,183.0,80.0,43.72,39.0,21.31,416.0,361.0,113.0,31.3,40.0,11.08,33.0,18.03,36.0,9.97,2018-19
810,San Fernando Senior High,Los Angeles Unified,Los Angeles,458.0,192.0,98.0,51.04,56.0,29.17,435.0,423.0,162.0,38.3,85.0,20.09,48.0,25.0,76.0,17.97,2018-19
811,Van Nuys Senior High,Los Angeles Unified,Los Angeles,535.0,240.0,204.0,85.0,150.0,62.5,606.0,531.0,338.0,63.65,230.0,43.31,148.0,61.67,223.0,42.0,2018-19
812,Palisades Charter High,Los Angeles Unified,Los Angeles,714.0,299.0,259.0,86.62,210.0,70.23,749.0,323.0,305.0,94.43,264.0,81.73,205.0,68.56,260.0,80.5,2018-19
814,Murrieta Valley High,Murrieta Valley Unified,Riverside,572.0,221.0,192.0,86.88,124.0,56.11,551.0,242.0,210.0,86.78,170.0,70.25,119.0,53.85,164.0,67.77,2018-19
815,Cesar E. Chavez High,Delano Joint Union High,Kern,316.0,128.0,75.0,58.59,56.0,43.75,356.0,99.0,74.0,74.75,58.0,58.59,52.0,40.63,53.0,53.54,2018-19
816,"Hilda L. Solis Learning Academy School of Technology, Business and Education",Los Angeles Unified,Los Angeles,67.0,41.0,10.0,24.39,6.0,14.63,44.0,37.0,7.0,18.92,5.0,13.51,4.0,9.76,3.0,8.11,2018-19
819,John Henry High,West Contra Costa Unified,Contra Costa,78.0,44.0,22.0,50.0,13.0,29.55,75.0,54.0,28.0,51.85,17.0,31.48,11.0,25.0,15.0,27.78,2018-19
821,Arcadia High,Arcadia Unified,Los Angeles,829.0,369.0,343.0,92.95,326.0,88.35,788.0,426.0,413.0,96.95,409.0,96.01,312.0,84.55,400.0,93.9,2018-19
822,Rocklin High,Rocklin Unified,Placer,499.0,193.0,173.0,89.64,157.0,81.35,549.0,242.0,231.0,95.45,217.0,89.67,152.0,78.76,215.0,88.84,2018-19
826,Leadership High,San Francisco Unified,San Francisco,75.0,42.0,12.0,28.57,3.0,7.14,77.0,16.0,7.0,43.75,3.0,18.75,2.0,4.76,3.0,18.75,2018-19
827,Hillsdale High,San Mateo Union High,San Mateo,356.0,151.0,125.0,82.78,114.0,75.5,374.0,149.0,140.0,93.96,132.0,88.59,109.0,72.19,128.0,85.91,2018-19
828,Las Lomas High,Acalanes Union High,Contra Costa,367.0,149.0,135.0,90.6,114.0,76.51,397.0,186.0,178.0,95.7,171.0,91.94,114.0,76.51,171.0,91.94,2018-19
835,Arnold O. Beckman High,Tustin Unified,Orange,760.0,258.0,239.0,92.64,212.0,82.17,689.0,364.0,341.0,93.68,322.0,88.46,207.0,80.23,318.0,87.36,2018-19
836,Los Altos High,Mountain View-Los Altos Union High,Santa Clara,525.0,185.0,164.0,88.65,139.0,75.14,551.0,358.0,336.0,93.85,315.0,87.99,137.0,74.05,310.0,86.59,2018-19
837,Concord High,Mt. Diablo Unified,Contra Costa,369.0,115.0,91.0,79.13,68.0,59.13,333.0,79.0,64.0,81.01,51.0,64.56,65.0,56.52,48.0,60.76,2018-19
840,Temecula Valley High,Temecula Valley Unified,Riverside,642.0,310.0,251.0,80.97,147.0,47.42,717.0,340.0,299.0,87.94,232.0,68.24,142.0,45.81,226.0,66.47,2018-19
841,Montclair High,Chaffey Joint Union High,San Bernardino,705.0,270.0,160.0,59.26,105.0,38.89,681.0,250.0,176.0,70.4,130.0,52.0,97.0,35.93,114.0,45.6,2018-19
842,Abraham Lincoln High,San Jose Unified,Santa Clara,463.0,160.0,128.0,80.0,83.0,51.88,453.0,423.0,270.0,63.83,182.0,43.03,80.0,50.0,173.0,40.9,2018-19
843,Technology High,Cotati-Rohnert Park Unified,Sonoma,76.0,27.0,26.0,96.3,20.0,74.07,82.0,45.0,44.0,97.78,41.0,91.11,19.0,70.37,41.0,91.11,2018-19
844,Nordhoff High,Ojai Unified,Ventura,157.0,49.0,40.0,81.63,28.0,57.14,176.0,50.0,50.0,100.0,42.0,84.0,28.0,57.14,42.0,84.0,2018-19
848,NAVA College Preparatory Academy,Los Angeles Unified,Los Angeles,153.0,79.0,21.0,26.58,7.0,8.86,116.0,113.0,27.0,23.89,7.0,6.19,6.0,7.59,6.0,5.31,2018-19
849,Natomas Charter,Natomas Unified,Sacramento,117.0,77.0,69.0,89.61,42.0,54.55,124.0,75.0,73.0,97.33,44.0,58.67,42.0,54.55,43.0,57.33,2018-19
850,Victor Valley High,Victor Valley Union High,San Bernardino,425.0,89.0,56.0,62.92,26.0,29.21,442.0,333.0,141.0,42.34,48.0,14.41,21.0,23.6,46.0,13.81,2018-19
851,Andrew P. Hill High,East Side Union High,Santa Clara,450.0,140.0,111.0,79.29,80.0,57.14,455.0,333.0,190.0,57.06,121.0,36.34,78.0,55.71,108.0,32.43,2018-19
852,Will C. Wood High,Vacaville Unified,Solano,329.0,122.0,89.0,72.95,66.0,54.1,433.0,86.0,71.0,82.56,53.0,61.63,58.0,47.54,50.0,58.14,2018-19
853,Analy High,West Sonoma County Union High,Sonoma,262.0,93.0,86.0,92.47,64.0,68.82,260.0,84.0,78.0,92.86,58.0,69.05,64.0,68.82,58.0,69.05,2018-19
854,Mt. Whitney High,Visalia Unified,Tulare,397.0,101.0,68.0,67.33,43.0,42.57,368.0,62.0,47.0,75.81,37.0,59.68,41.0,40.59,35.0,56.45,2018-19
855,Public Safety Academy,Fairfield-Suisun Unified,Solano,79.0,32.0,23.0,71.88,18.0,56.25,60.0,20.0,17.0,85.0,14.0,70.0,16.0,50.0,12.0,60.0,2018-19
857,Fresno High,Fresno Unified,Fresno,442.0,91.0,43.0,47.25,9.0,9.89,471.0,245.0,114.0,46.53,32.0,13.06,8.0,8.79,29.0,11.84,2018-19
858,Desert Hot Springs High,Palm Springs Unified,Riverside,417.0,82.0,48.0,58.54,16.0,19.51,411.0,118.0,71.0,60.17,24.0,20.34,15.0,18.29,22.0,18.64,2018-19
860,Dr. TJ Owens Gilroy Early College Academy,Gilroy Unified,Santa Clara,64.0,55.0,50.0,90.91,43.0,78.18,76.0,62.0,60.0,96.77,57.0,91.94,41.0,74.55,57.0,91.94,2018-19
862,Laguna Hills High,Saddleback Valley Unified,Orange,374.0,118.0,107.0,90.68,72.0,61.02,387.0,113.0,109.0,96.46,93.0,82.3,71.0,60.17,93.0,82.3,2018-19
863,San Luis Obispo High,San Luis Coastal Unified,San Luis Obispo,370.0,136.0,125.0,91.91,110.0,80.88,375.0,199.0,185.0,92.96,175.0,87.94,107.0,78.68,172.0,86.43,2018-19
864,Petaluma High,Petaluma Joint Union High,Sonoma,319.0,129.0,115.0,89.15,87.0,67.44,306.0,117.0,110.0,94.02,91.0,77.78,85.0,65.89,91.0,77.78,2018-19
866,Ceres High,Ceres Unified,Stanislaus,381.0,141.0,73.0,51.77,38.0,26.95,402.0,145.0,103.0,71.03,75.0,51.72,34.0,24.11,66.0,45.52,2018-19
867,Mt. Eden High,Hayward Unified,Alameda,459.0,164.0,117.0,71.34,85.0,51.83,513.0,137.0,106.0,77.37,76.0,55.47,80.0,48.78,71.0,51.82,2018-19
868,Northridge Academy High,Los Angeles Unified,Los Angeles,235.0,103.0,77.0,74.76,43.0,41.75,197.0,176.0,92.0,52.27,48.0,27.27,40.0,38.83,45.0,25.57,2018-19
871,Thomas Downey High,Modesto City High,Stanislaus,479.0,142.0,97.0,68.31,52.0,36.62,496.0,84.0,71.0,84.52,42.0,50.0,47.0,33.1,40.0,47.62,2018-19
872,Elk Grove High,Elk Grove Unified,Sacramento,475.0,139.0,115.0,82.73,90.0,64.75,438.0,153.0,134.0,87.58,106.0,69.28,85.0,61.15,103.0,67.32,2018-19
874,Davis Senior High,Davis Joint Unified,Yolo,569.0,268.0,256.0,95.52,244.0,91.04,609.0,416.0,399.0,95.91,378.0,90.87,238.0,88.81,372.0,89.42,2018-19
875,Scotts Valley High,Scotts Valley Unified,Santa Cruz,192.0,90.0,84.0,93.33,73.0,81.11,214.0,76.0,73.0,96.05,66.0,86.84,73.0,81.11,66.0,86.84,2018-19
876,Riverbank High,Riverbank Unified,Stanislaus,144.0,40.0,23.0,57.5,13.0,32.5,183.0,78.0,45.0,57.69,25.0,32.05,11.0,27.5,21.0,26.92,2018-19
877,Pioneer High,Woodland Joint Unified,Yolo,350.0,125.0,91.0,72.8,57.0,45.6,380.0,83.0,66.0,79.52,44.0,53.01,52.0,41.6,44.0,53.01,2018-19
878,Woodland Senior High,Woodland Joint Unified,Yolo,343.0,98.0,62.0,63.27,40.0,40.82,324.0,66.0,49.0,74.24,29.0,43.94,37.0,37.76,27.0,40.91,2018-19
879,Oakland School for the Arts,Oakland Unified,Alameda,103.0,48.0,41.0,85.42,30.0,62.5,120.0,49.0,47.0,95.92,43.0,87.76,29.0,60.42,42.0,85.71,2018-19
880,San Pasqual Valley High,San Pasqual Valley Unified,Imperial,42.0,19.0,6.0,31.58,3.0,15.79,42.0,17.0,6.0,35.29,1.0,5.88,2.0,10.53,1.0,5.88,2018-19
882,Wonderful College Prep Academy,Kern County Office of Education,Kern,128.0,101.0,37.0,36.63,22.0,21.78,127.0,113.0,48.0,42.48,24.0,21.24,19.0,18.81,23.0,20.35,2018-19
883,Hawthorne High,Centinela Valley Union High,Los Angeles,498.0,199.0,88.0,44.22,25.0,12.56,462.0,175.0,90.0,51.43,34.0,19.43,23.0,11.56,29.0,16.57,2018-19
884,Troy High,Fullerton Joint Union High,Orange,624.0,286.0,273.0,95.45,257.0,89.86,644.0,429.0,425.0,99.07,413.0,96.27,254.0,88.81,410.0,95.57,2018-19
887,Santa Maria High,Santa Maria Joint Union High,Santa Barbara,588.0,142.0,93.0,65.49,74.0,52.11,585.0,181.0,99.0,54.7,90.0,49.72,68.0,47.89,69.0,38.12,2018-19
889,Alameda Science and Technology Institute,Alameda Unified,Alameda,43.0,32.0,30.0,93.75,29.0,90.63,50.0,45.0,43.0,95.56,44.0,97.78,28.0,87.5,43.0,95.56,2018-19
890,Centennial High,Kern High,Kern,471.0,127.0,109.0,85.83,83.0,65.35,496.0,157.0,142.0,90.45,126.0,80.25,80.0,62.99,119.0,75.8,2018-19
891,East Bakersfield High,Kern High,Kern,533.0,133.0,74.0,55.64,36.0,27.07,547.0,67.0,43.0,64.18,31.0,46.27,30.0,22.56,29.0,43.28,2018-19
892,Santa Fe High,Whittier Union High,Los Angeles,521.0,264.0,189.0,71.59,106.0,40.15,536.0,222.0,168.0,75.68,136.0,61.26,99.0,37.5,125.0,56.31,2018-19
893,Whittier High,Whittier Union High,Los Angeles,432.0,266.0,155.0,58.27,106.0,39.85,440.0,125.0,82.0,65.6,73.0,58.4,93.0,34.96,61.0,48.8,2018-19
894,William S. Hart High,William S. Hart Union High,Los Angeles,540.0,208.0,179.0,86.06,147.0,70.67,555.0,183.0,163.0,89.07,142.0,77.6,139.0,66.83,138.0,75.41,2018-19
895,University Preparatory,Victor Valley Union High,San Bernardino,164.0,109.0,96.0,88.07,66.0,60.55,171.0,167.0,148.0,88.62,99.0,59.28,65.0,59.63,97.0,58.08,2018-19
897,Union Mine High,El Dorado Union High,El Dorado,259.0,63.0,54.0,85.71,45.0,71.43,261.0,47.0,44.0,93.62,39.0,82.98,40.0,63.49,39.0,82.98,2018-19
898,Ponderosa High,El Dorado Union High,El Dorado,420.0,138.0,125.0,90.58,111.0,80.43,447.0,170.0,158.0,92.94,157.0,92.35,108.0,78.26,149.0,87.65,2018-19
899,South Tahoe High,Lake Tahoe Unified,El Dorado,239.0,54.0,43.0,79.63,30.0,55.56,246.0,70.0,63.0,90.0,55.0,78.57,28.0,51.85,54.0,77.14,2018-19
900,Le Grand High,Le Grand Union High,Merced,95.0,46.0,20.0,43.48,11.0,23.91,123.0,65.0,29.0,44.62,22.0,33.85,7.0,15.22,17.0,26.15,2018-19
901,Ocean View High,Huntington Beach Union High,Orange,324.0,92.0,66.0,71.74,39.0,42.39,295.0,114.0,78.0,68.42,49.0,42.98,37.0,40.22,48.0,42.11,2018-19
902,Antioch High,Antioch Unified,Contra Costa,456.0,110.0,64.0,58.18,25.0,22.73,523.0,70.0,51.0,72.86,23.0,32.86,22.0,20.0,22.0,31.43,2018-19
903,Avenal High,Reef-Sunset Unified,Kings,149.0,63.0,21.0,33.33,9.0,14.29,117.0,59.0,27.0,45.76,18.0,30.51,8.0,12.7,16.0,27.12,2018-19
906,Millikan High,Long Beach Unified,Los Angeles,824.0,461.0,337.0,73.1,215.0,46.64,862.0,785.0,553.0,70.45,346.0,44.08,211.0,45.77,329.0,41.91,2018-19
907,Polytechnic High,Long Beach Unified,Los Angeles,1007.0,607.0,394.0,64.91,265.0,43.66,989.0,824.0,500.0,60.68,324.0,39.32,257.0,42.34,314.0,38.11,2018-19
908,Wilson High,Long Beach Unified,Los Angeles,818.0,671.0,368.0,54.84,209.0,31.15,887.0,775.0,441.0,56.9,226.0,29.16,198.0,29.51,215.0,27.74,2018-19
909,San Pedro Senior High,Los Angeles Unified,Los Angeles,480.0,125.0,85.0,68.0,50.0,40.0,558.0,477.0,243.0,50.94,139.0,29.14,49.0,39.2,129.0,27.04,2018-19
910,Taft Charter High,Los Angeles Unified,Los Angeles,498.0,207.0,154.0,74.4,98.0,47.34,545.0,458.0,304.0,66.38,193.0,42.14,94.0,45.41,186.0,40.61,2018-19
911,Venice Senior High,Los Angeles Unified,Los Angeles,398.0,197.0,140.0,71.07,97.0,49.24,463.0,417.0,248.0,59.47,135.0,32.37,93.0,47.21,127.0,30.46,2018-19
913,Redondo Union High,Redondo Beach Unified,Los Angeles,709.0,190.0,175.0,92.11,151.0,79.47,746.0,343.0,332.0,96.79,315.0,91.84,148.0,77.89,311.0,90.67,2018-19
916,Bear River High,Nevada Joint Union High,Nevada,128.0,40.0,32.0,80.0,27.0,67.5,151.0,41.0,40.0,97.56,36.0,87.8,26.0,65.0,35.0,85.37,2018-19
919,American High,Fremont Unified,Alameda,538.0,203.0,188.0,92.61,180.0,88.67,578.0,327.0,316.0,96.64,308.0,94.19,174.0,85.71,302.0,92.35,2018-19
922,El Camino High,Oceanside Unified,San Diego,795.0,246.0,188.0,76.42,152.0,61.79,658.0,214.0,185.0,86.45,154.0,71.96,140.0,56.91,147.0,68.69,2018-19
923,Arroyo High,San Lorenzo Unified,Alameda,473.0,192.0,135.0,70.31,99.0,51.56,439.0,153.0,132.0,86.27,115.0,75.16,91.0,47.4,107.0,69.93,2018-19
925,Augustus F. Hawkins High C Responsible Indigenous Social Entrepreneurship,Los Angeles Unified,Los Angeles,78.0,28.0,3.0,10.71,1.0,3.57,92.0,73.0,8.0,10.96,1.0,1.37,1.0,3.57,1.0,1.37,2018-19
926,Linda Esperanza Marquez High B LIBRA Academy,Los Angeles Unified,Los Angeles,141.0,81.0,34.0,41.98,15.0,18.52,179.0,172.0,87.0,50.58,49.0,28.49,13.0,16.05,41.0,23.84,2018-19
927,Visual and Performing Arts at Legacy High School Complex,Los Angeles Unified,Los Angeles,115.0,60.0,27.0,45.0,5.0,8.33,95.0,98.0,46.0,46.94,13.0,13.27,5.0,8.33,13.0,13.27,2018-19
930,Branham High,Campbell Union High,Santa Clara,416.0,139.0,129.0,92.81,106.0,76.26,417.0,204.0,197.0,96.57,178.0,87.25,103.0,74.1,177.0,86.76,2018-19
935,Chatsworth Charter High,Los Angeles Unified,Los Angeles,448.0,181.0,108.0,59.67,72.0,39.78,435.0,307.0,152.0,49.51,76.0,24.76,65.0,35.91,69.0,22.48,2018-19
936,Sun Valley Magnet,Los Angeles Unified,Los Angeles,71.0,28.0,15.0,53.57,13.0,46.43,82.0,81.0,28.0,34.57,17.0,20.99,9.0,32.14,14.0,17.28,2018-19
938,John A. Rowland High,Rowland Unified,Los Angeles,513.0,194.0,157.0,80.93,134.0,69.07,505.0,197.0,183.0,92.89,181.0,91.88,123.0,63.4,176.0,89.34,2018-19
940,El Camino High (Continuation),Norwalk-La Mirada Unified,Los Angeles,161.0,86.0,7.0,8.14,1.0,1.16,84.0,52.0,7.0,13.46,0.0,0.0,1.0,1.16,0.0,0.0,2018-19
941,Cypress High,Anaheim Union High,Orange,713.0,324.0,281.0,86.73,225.0,69.44,670.0,291.0,270.0,92.78,244.0,83.85,217.0,66.98,238.0,81.79,2018-19
942,Fontana A. B. Miller High,Fontana Unified,San Bernardino,507.0,171.0,109.0,63.74,58.0,33.92,511.0,447.0,201.0,44.97,114.0,25.5,55.0,32.16,98.0,21.92,2018-19
